week,staff_id,staff_name,role,service,present
6,STF-22fe9443,John Whitehead,doctor,ICU,0
7,STF-22fe9443,John Whitehead,doctor,ICU,1
8,STF-22fe9443,John Whitehead,doctor,ICU,1
9,STF-22fe9443,John Whitehead,doctor,ICU,0
10,STF-22fe9443,John Whitehead,doctor,ICU,1
11,STF-22fe9443,John Whitehead,doctor,ICU,0
12,STF-22fe9443,John Whitehead,doctor,ICU,0
13,STF-22fe9443,John Whitehead,doctor,ICU,1
14,STF-22fe9443,John Whitehead,doctor,ICU,1
15,STF-22fe9443,John Whitehead,doctor,ICU,0
16,STF-22fe9443,John Whitehead,doctor,ICU,1
17,STF-22fe9443,John Whitehead,doctor,ICU,1
18,STF-22fe9443,John Whitehead,doctor,ICU,0
19,STF-22fe9443,John Whitehead,doctor,ICU,1
20,STF-22fe9443,John Whitehead,doctor,ICU,1
21,STF-22fe9443,John Whitehead,doctor,ICU,0
22,STF-22fe9443,John Whitehead,doctor,ICU,1
23,STF-22fe9443,John Whitehead,doctor,ICU,1
24,STF-22fe9443,John Whitehead,doctor,ICU,0
25,STF-22fe9443,John Whitehead,doctor,ICU,1
26,STF-22fe9443,John Whitehead,doctor,ICU,1
27,STF-22fe9443,John Whitehead,doctor,ICU,0
28,STF-22fe9443,John Whitehead,doctor,ICU,0
29,STF-22fe9443,John Whitehead,doctor,ICU,1
30,STF-22fe9443,John Whitehead,doctor,ICU,0
31,STF-22fe9443,John Whitehead,doctor,ICU,1
32,STF-22fe9443,John Whitehead,doctor,ICU,1
33,STF-22fe9443,John Whitehead,doctor,ICU,0
34,STF-22fe9443,John Whitehead,doctor,ICU,1
35,STF-22fe9443,John Whitehead,doctor,ICU,1
36,STF-22fe9443,John Whitehead,doctor,ICU,0
37,STF-22fe9443,John Whitehead,doctor,ICU,1
38,STF-22fe9443,John Whitehead,doctor,ICU,1
39,STF-22fe9443,John Whitehead,doctor,ICU,0
40,STF-22fe9443,John Whitehead,doctor,ICU,1
41,STF-22fe9443,John Whitehead,doctor,ICU,0
42,STF-22fe9443,John Whitehead,doctor,ICU,0
43,STF-22fe9443,John Whitehead,doctor,ICU,1
44,STF-22fe9443,John Whitehead,doctor,ICU,1
45,STF-22fe9443,John Whitehead,doctor,ICU,0
46,STF-22fe9443,John Whitehead,doctor,ICU,1
47,STF-22fe9443,John Whitehead,doctor,ICU,1
48,STF-22fe9443,John Whitehead,doctor,ICU,0
49,STF-22fe9443,John Whitehead,doctor,ICU,1
50,STF-22fe9443,John Whitehead,doctor,ICU,1
51,STF-22fe9443,John Whitehead,doctor,ICU,0
52,STF-22fe9443,John Whitehead,doctor,ICU,1
1,STF-e328da72,Anna Henderson,doctor,ICU,1
2,STF-e328da72,Anna Henderson,doctor,ICU,1
3,STF-e328da72,Anna Henderson,doctor,ICU,0
4,STF-e328da72,Anna Henderson,doctor,ICU,1
5,STF-e328da72,Anna Henderson,doctor,ICU,0
6,STF-e328da72,Anna Henderson,doctor,ICU,0
7,STF-e328da72,Anna Henderson,doctor,ICU,1
8,STF-e328da72,Anna Henderson,doctor,ICU,1
9,STF-e328da72,Anna Henderson,doctor,ICU,0
10,STF-e328da72,Anna Henderson,doctor,ICU,0
11,STF-e328da72,Anna Henderson,doctor,ICU,0
12,STF-e328da72,Anna Henderson,doctor,ICU,0
13,STF-e328da72,Anna Henderson,doctor,ICU,1
14,STF-e328da72,Anna Henderson,doctor,ICU,1
15,STF-e328da72,Anna Henderson,doctor,ICU,0
16,STF-e328da72,Anna Henderson,doctor,ICU,1
17,STF-e328da72,Anna Henderson,doctor,ICU,1
18,STF-e328da72,Anna Henderson,doctor,ICU,0
19,STF-e328da72,Anna Henderson,doctor,ICU,1
20,STF-e328da72,Anna Henderson,doctor,ICU,1
21,STF-e328da72,Anna Henderson,doctor,ICU,0
22,STF-e328da72,Anna Henderson,doctor,ICU,1
23,STF-e328da72,Anna Henderson,doctor,ICU,1
24,STF-e328da72,Anna Henderson,doctor,ICU,0
25,STF-e328da72,Anna Henderson,doctor,ICU,1
26,STF-e328da72,Anna Henderson,doctor,ICU,1
27,STF-e328da72,Anna Henderson,doctor,ICU,0
28,STF-e328da72,Anna Henderson,doctor,ICU,1
29,STF-e328da72,Anna Henderson,doctor,ICU,1
30,STF-e328da72,Anna Henderson,doctor,ICU,0
31,STF-e328da72,Anna Henderson,doctor,ICU,1
32,STF-e328da72,Anna Henderson,doctor,ICU,1
33,STF-e328da72,Anna Henderson,doctor,ICU,0
34,STF-e328da72,Anna Henderson,doctor,ICU,1
35,STF-e328da72,Anna Henderson,doctor,ICU,1
36,STF-e328da72,Anna Henderson,doctor,ICU,0
37,STF-e328da72,Anna Henderson,doctor,ICU,1
38,STF-e328da72,Anna Henderson,doctor,ICU,1
39,STF-e328da72,Anna Henderson,doctor,ICU,0
40,STF-e328da72,Anna Henderson,doctor,ICU,1
41,STF-e328da72,Anna Henderson,doctor,ICU,1
42,STF-e328da72,Anna Henderson,doctor,ICU,0
43,STF-e328da72,Anna Henderson,doctor,ICU,1
44,STF-e328da72,Anna Henderson,doctor,ICU,1
45,STF-e328da72,Anna Henderson,doctor,ICU,0
46,STF-e328da72,Anna Henderson,doctor,ICU,1
47,STF-e328da72,Anna Henderson,doctor,ICU,1
48,STF-e328da72,Anna Henderson,doctor,ICU,0
49,STF-e328da72,Anna Henderson,doctor,ICU,1
50,STF-e328da72,Anna Henderson,doctor,ICU,1
51,STF-e328da72,Anna Henderson,doctor,ICU,0
52,STF-e328da72,Anna Henderson,doctor,ICU,1
1,STF-1881ede3,Aaron Wise,doctor,ICU,1
2,STF-1881ede3,Aaron Wise,doctor,ICU,1
3,STF-1881ede3,Aaron Wise,doctor,ICU,0
4,STF-1881ede3,Aaron Wise,doctor,ICU,1
5,STF-1881ede3,Aaron Wise,doctor,ICU,1
6,STF-1881ede3,Aaron Wise,doctor,ICU,0
7,STF-1881ede3,Aaron Wise,doctor,ICU,1
8,STF-1881ede3,Aaron Wise,doctor,ICU,1
9,STF-1881ede3,Aaron Wise,doctor,ICU,0
10,STF-1881ede3,Aaron Wise,doctor,ICU,1
11,STF-1881ede3,Aaron Wise,doctor,ICU,1
12,STF-1881ede3,Aaron Wise,doctor,ICU,0
13,STF-1881ede3,Aaron Wise,doctor,ICU,1
14,STF-1881ede3,Aaron Wise,doctor,ICU,0
15,STF-1881ede3,Aaron Wise,doctor,ICU,0
16,STF-1881ede3,Aaron Wise,doctor,ICU,0
17,STF-1881ede3,Aaron Wise,doctor,ICU,1
18,STF-1881ede3,Aaron Wise,doctor,ICU,0
19,STF-1881ede3,Aaron Wise,doctor,ICU,1
20,STF-1881ede3,Aaron Wise,doctor,ICU,0
21,STF-1881ede3,Aaron Wise,doctor,ICU,0
22,STF-1881ede3,Aaron Wise,doctor,ICU,1
23,STF-1881ede3,Aaron Wise,doctor,ICU,1
24,STF-1881ede3,Aaron Wise,doctor,ICU,0
25,STF-1881ede3,Aaron Wise,doctor,ICU,1
26,STF-1881ede3,Aaron Wise,doctor,ICU,1
27,STF-1881ede3,Aaron Wise,doctor,ICU,0
28,STF-1881ede3,Aaron Wise,doctor,ICU,1
29,STF-1881ede3,Aaron Wise,doctor,ICU,1
30,STF-1881ede3,Aaron Wise,doctor,ICU,0
31,STF-1881ede3,Aaron Wise,doctor,ICU,1
32,STF-1881ede3,Aaron Wise,doctor,ICU,1
33,STF-1881ede3,Aaron Wise,doctor,ICU,0
34,STF-1881ede3,Aaron Wise,doctor,ICU,1
35,STF-1881ede3,Aaron Wise,doctor,ICU,1
36,STF-1881ede3,Aaron Wise,doctor,ICU,0
37,STF-1881ede3,Aaron Wise,doctor,ICU,1
38,STF-1881ede3,Aaron Wise,doctor,ICU,1
39,STF-1881ede3,Aaron Wise,doctor,ICU,0
40,STF-1881ede3,Aaron Wise,doctor,ICU,1
41,STF-1881ede3,Aaron Wise,doctor,ICU,1
42,STF-1881ede3,Aaron Wise,doctor,ICU,0
43,STF-1881ede3,Aaron Wise,doctor,ICU,1
44,STF-1881ede3,Aaron Wise,doctor,ICU,1
45,STF-1881ede3,Aaron Wise,doctor,ICU,0
46,STF-1881ede3,Aaron Wise,doctor,ICU,1
47,STF-1881ede3,Aaron Wise,doctor,ICU,0
48,STF-1881ede3,Aaron Wise,doctor,ICU,0
49,STF-1881ede3,Aaron Wise,doctor,ICU,1
50,STF-1881ede3,Aaron Wise,doctor,ICU,1
51,STF-1881ede3,Aaron Wise,doctor,ICU,0
52,STF-1881ede3,Aaron Wise,doctor,ICU,1
1,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,1
2,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,1
3,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,0
4,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,1
5,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,1
6,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,0
7,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,0
8,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,1
9,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,0
10,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,1
11,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,1
12,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,0
13,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,1
14,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,1
15,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,0
16,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,1
17,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,0
18,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,0
19,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,1
20,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,1
21,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,0
22,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,1
23,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,1
24,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,0
25,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,1
26,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,1
27,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,0
28,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,1
29,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,1
30,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,0
31,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,1
32,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,1
33,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,0
34,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,1
35,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,1
36,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,0
37,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,0
38,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,1
39,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,0
40,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,1
41,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,1
42,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,0
43,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,1
44,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,1
45,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,0
46,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,1
47,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,0
48,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,0
49,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,1
50,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,1
51,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,0
52,STF-1bdb5ff4,Deborah Figueroa,doctor,ICU,1
1,STF-5fadf416,Jessica Smith,nurse,ICU,1
2,STF-5fadf416,Jessica Smith,nurse,ICU,1
3,STF-5fadf416,Jessica Smith,nurse,ICU,0
4,STF-5fadf416,Jessica Smith,nurse,ICU,1
5,STF-5fadf416,Jessica Smith,nurse,ICU,1
6,STF-5fadf416,Jessica Smith,nurse,ICU,0
7,STF-5fadf416,Jessica Smith,nurse,ICU,1
8,STF-5fadf416,Jessica Smith,nurse,ICU,1
9,STF-5fadf416,Jessica Smith,nurse,ICU,0
10,STF-5fadf416,Jessica Smith,nurse,ICU,1
11,STF-5fadf416,Jessica Smith,nurse,ICU,1
12,STF-5fadf416,Jessica Smith,nurse,ICU,0
13,STF-5fadf416,Jessica Smith,nurse,ICU,1
14,STF-5fadf416,Jessica Smith,nurse,ICU,1
15,STF-5fadf416,Jessica Smith,nurse,ICU,0
16,STF-5fadf416,Jessica Smith,nurse,ICU,0
17,STF-5fadf416,Jessica Smith,nurse,ICU,1
18,STF-5fadf416,Jessica Smith,nurse,ICU,0
19,STF-5fadf416,Jessica Smith,nurse,ICU,1
20,STF-5fadf416,Jessica Smith,nurse,ICU,1
21,STF-5fadf416,Jessica Smith,nurse,ICU,0
22,STF-5fadf416,Jessica Smith,nurse,ICU,1
23,STF-5fadf416,Jessica Smith,nurse,ICU,1
24,STF-5fadf416,Jessica Smith,nurse,ICU,0
25,STF-5fadf416,Jessica Smith,nurse,ICU,0
26,STF-5fadf416,Jessica Smith,nurse,ICU,1
27,STF-5fadf416,Jessica Smith,nurse,ICU,0
28,STF-5fadf416,Jessica Smith,nurse,ICU,1
29,STF-5fadf416,Jessica Smith,nurse,ICU,1
30,STF-5fadf416,Jessica Smith,nurse,ICU,0
31,STF-5fadf416,Jessica Smith,nurse,ICU,1
32,STF-5fadf416,Jessica Smith,nurse,ICU,1
33,STF-5fadf416,Jessica Smith,nurse,ICU,0
34,STF-5fadf416,Jessica Smith,nurse,ICU,1
35,STF-5fadf416,Jessica Smith,nurse,ICU,1
36,STF-5fadf416,Jessica Smith,nurse,ICU,0
37,STF-5fadf416,Jessica Smith,nurse,ICU,1
38,STF-5fadf416,Jessica Smith,nurse,ICU,1
39,STF-5fadf416,Jessica Smith,nurse,ICU,0
40,STF-5fadf416,Jessica Smith,nurse,ICU,1
41,STF-5fadf416,Jessica Smith,nurse,ICU,1
42,STF-5fadf416,Jessica Smith,nurse,ICU,0
43,STF-5fadf416,Jessica Smith,nurse,ICU,1
44,STF-5fadf416,Jessica Smith,nurse,ICU,1
45,STF-5fadf416,Jessica Smith,nurse,ICU,0
46,STF-5fadf416,Jessica Smith,nurse,ICU,1
47,STF-5fadf416,Jessica Smith,nurse,ICU,0
48,STF-5fadf416,Jessica Smith,nurse,ICU,0
49,STF-5fadf416,Jessica Smith,nurse,ICU,1
50,STF-5fadf416,Jessica Smith,nurse,ICU,1
51,STF-5fadf416,Jessica Smith,nurse,ICU,0
52,STF-5fadf416,Jessica Smith,nurse,ICU,1
1,STF-4993c812,Stephen Mckee,nurse,ICU,1
2,STF-4993c812,Stephen Mckee,nurse,ICU,1
3,STF-4993c812,Stephen Mckee,nurse,ICU,0
4,STF-4993c812,Stephen Mckee,nurse,ICU,1
5,STF-4993c812,Stephen Mckee,nurse,ICU,1
6,STF-4993c812,Stephen Mckee,nurse,ICU,0
7,STF-4993c812,Stephen Mckee,nurse,ICU,1
8,STF-4993c812,Stephen Mckee,nurse,ICU,1
9,STF-4993c812,Stephen Mckee,nurse,ICU,0
10,STF-4993c812,Stephen Mckee,nurse,ICU,1
11,STF-4993c812,Stephen Mckee,nurse,ICU,1
12,STF-4993c812,Stephen Mckee,nurse,ICU,0
13,STF-4993c812,Stephen Mckee,nurse,ICU,1
14,STF-4993c812,Stephen Mckee,nurse,ICU,1
15,STF-4993c812,Stephen Mckee,nurse,ICU,0
16,STF-4993c812,Stephen Mckee,nurse,ICU,1
17,STF-4993c812,Stephen Mckee,nurse,ICU,0
18,STF-4993c812,Stephen Mckee,nurse,ICU,0
19,STF-4993c812,Stephen Mckee,nurse,ICU,1
20,STF-4993c812,Stephen Mckee,nurse,ICU,1
21,STF-4993c812,Stephen Mckee,nurse,ICU,0
22,STF-4993c812,Stephen Mckee,nurse,ICU,1
23,STF-4993c812,Stephen Mckee,nurse,ICU,1
24,STF-4993c812,Stephen Mckee,nurse,ICU,0
25,STF-4993c812,Stephen Mckee,nurse,ICU,1
26,STF-4993c812,Stephen Mckee,nurse,ICU,1
27,STF-4993c812,Stephen Mckee,nurse,ICU,0
28,STF-4993c812,Stephen Mckee,nurse,ICU,1
29,STF-4993c812,Stephen Mckee,nurse,ICU,1
30,STF-4993c812,Stephen Mckee,nurse,ICU,0
31,STF-4993c812,Stephen Mckee,nurse,ICU,1
32,STF-4993c812,Stephen Mckee,nurse,ICU,0
33,STF-4993c812,Stephen Mckee,nurse,ICU,0
34,STF-4993c812,Stephen Mckee,nurse,ICU,0
35,STF-4993c812,Stephen Mckee,nurse,ICU,1
36,STF-4993c812,Stephen Mckee,nurse,ICU,0
37,STF-4993c812,Stephen Mckee,nurse,ICU,1
38,STF-4993c812,Stephen Mckee,nurse,ICU,1
39,STF-4993c812,Stephen Mckee,nurse,ICU,0
40,STF-4993c812,Stephen Mckee,nurse,ICU,1
41,STF-4993c812,Stephen Mckee,nurse,ICU,1
42,STF-4993c812,Stephen Mckee,nurse,ICU,0
43,STF-4993c812,Stephen Mckee,nurse,ICU,1
44,STF-4993c812,Stephen Mckee,nurse,ICU,1
45,STF-4993c812,Stephen Mckee,nurse,ICU,0
46,STF-4993c812,Stephen Mckee,nurse,ICU,1
47,STF-4993c812,Stephen Mckee,nurse,ICU,1
48,STF-4993c812,Stephen Mckee,nurse,ICU,0
49,STF-4993c812,Stephen Mckee,nurse,ICU,1
50,STF-4993c812,Stephen Mckee,nurse,ICU,1
51,STF-4993c812,Stephen Mckee,nurse,ICU,0
52,STF-4993c812,Stephen Mckee,nurse,ICU,1
1,STF-598bd5c2,Sandra Aguilar,nurse,ICU,0
2,STF-598bd5c2,Sandra Aguilar,nurse,ICU,1
3,STF-598bd5c2,Sandra Aguilar,nurse,ICU,0
4,STF-598bd5c2,Sandra Aguilar,nurse,ICU,1
5,STF-598bd5c2,Sandra Aguilar,nurse,ICU,1
6,STF-598bd5c2,Sandra Aguilar,nurse,ICU,0
7,STF-598bd5c2,Sandra Aguilar,nurse,ICU,1
8,STF-598bd5c2,Sandra Aguilar,nurse,ICU,0
9,STF-598bd5c2,Sandra Aguilar,nurse,ICU,0
10,STF-598bd5c2,Sandra Aguilar,nurse,ICU,1
11,STF-598bd5c2,Sandra Aguilar,nurse,ICU,1
12,STF-598bd5c2,Sandra Aguilar,nurse,ICU,0
13,STF-598bd5c2,Sandra Aguilar,nurse,ICU,1
14,STF-598bd5c2,Sandra Aguilar,nurse,ICU,1
15,STF-598bd5c2,Sandra Aguilar,nurse,ICU,0
16,STF-598bd5c2,Sandra Aguilar,nurse,ICU,0
17,STF-598bd5c2,Sandra Aguilar,nurse,ICU,1
18,STF-598bd5c2,Sandra Aguilar,nurse,ICU,0
19,STF-598bd5c2,Sandra Aguilar,nurse,ICU,1
20,STF-598bd5c2,Sandra Aguilar,nurse,ICU,1
21,STF-598bd5c2,Sandra Aguilar,nurse,ICU,0
22,STF-598bd5c2,Sandra Aguilar,nurse,ICU,1
23,STF-598bd5c2,Sandra Aguilar,nurse,ICU,1
24,STF-598bd5c2,Sandra Aguilar,nurse,ICU,0
25,STF-598bd5c2,Sandra Aguilar,nurse,ICU,0
26,STF-598bd5c2,Sandra Aguilar,nurse,ICU,1
27,STF-598bd5c2,Sandra Aguilar,nurse,ICU,0
28,STF-598bd5c2,Sandra Aguilar,nurse,ICU,1
29,STF-598bd5c2,Sandra Aguilar,nurse,ICU,1
30,STF-598bd5c2,Sandra Aguilar,nurse,ICU,0
31,STF-598bd5c2,Sandra Aguilar,nurse,ICU,1
32,STF-598bd5c2,Sandra Aguilar,nurse,ICU,1
33,STF-598bd5c2,Sandra Aguilar,nurse,ICU,0
34,STF-598bd5c2,Sandra Aguilar,nurse,ICU,0
35,STF-598bd5c2,Sandra Aguilar,nurse,ICU,1
36,STF-598bd5c2,Sandra Aguilar,nurse,ICU,0
37,STF-598bd5c2,Sandra Aguilar,nurse,ICU,1
38,STF-598bd5c2,Sandra Aguilar,nurse,ICU,1
39,STF-598bd5c2,Sandra Aguilar,nurse,ICU,0
40,STF-598bd5c2,Sandra Aguilar,nurse,ICU,1
41,STF-598bd5c2,Sandra Aguilar,nurse,ICU,1
42,STF-598bd5c2,Sandra Aguilar,nurse,ICU,0
43,STF-598bd5c2,Sandra Aguilar,nurse,ICU,1
44,STF-598bd5c2,Sandra Aguilar,nurse,ICU,1
45,STF-598bd5c2,Sandra Aguilar,nurse,ICU,0
46,STF-598bd5c2,Sandra Aguilar,nurse,ICU,1
47,STF-598bd5c2,Sandra Aguilar,nurse,ICU,0
48,STF-598bd5c2,Sandra Aguilar,nurse,ICU,0
49,STF-598bd5c2,Sandra Aguilar,nurse,ICU,1
50,STF-598bd5c2,Sandra Aguilar,nurse,ICU,1
51,STF-598bd5c2,Sandra Aguilar,nurse,ICU,0
52,STF-598bd5c2,Sandra Aguilar,nurse,ICU,1
1,STF-fdc1ae8e,Cameron Parker,nurse,ICU,1
2,STF-fdc1ae8e,Cameron Parker,nurse,ICU,1
3,STF-fdc1ae8e,Cameron Parker,nurse,ICU,0
4,STF-fdc1ae8e,Cameron Parker,nurse,ICU,1
5,STF-fdc1ae8e,Cameron Parker,nurse,ICU,1
6,STF-fdc1ae8e,Cameron Parker,nurse,ICU,0
7,STF-fdc1ae8e,Cameron Parker,nurse,ICU,1
8,STF-fdc1ae8e,Cameron Parker,nurse,ICU,1
9,STF-fdc1ae8e,Cameron Parker,nurse,ICU,0
10,STF-fdc1ae8e,Cameron Parker,nurse,ICU,1
11,STF-fdc1ae8e,Cameron Parker,nurse,ICU,1
12,STF-fdc1ae8e,Cameron Parker,nurse,ICU,0
13,STF-fdc1ae8e,Cameron Parker,nurse,ICU,1
14,STF-fdc1ae8e,Cameron Parker,nurse,ICU,1
15,STF-fdc1ae8e,Cameron Parker,nurse,ICU,0
16,STF-fdc1ae8e,Cameron Parker,nurse,ICU,1
17,STF-fdc1ae8e,Cameron Parker,nurse,ICU,1
18,STF-fdc1ae8e,Cameron Parker,nurse,ICU,0
19,STF-fdc1ae8e,Cameron Parker,nurse,ICU,1
20,STF-fdc1ae8e,Cameron Parker,nurse,ICU,1
21,STF-fdc1ae8e,Cameron Parker,nurse,ICU,0
22,STF-fdc1ae8e,Cameron Parker,nurse,ICU,1
23,STF-fdc1ae8e,Cameron Parker,nurse,ICU,1
24,STF-fdc1ae8e,Cameron Parker,nurse,ICU,0
25,STF-fdc1ae8e,Cameron Parker,nurse,ICU,1
26,STF-fdc1ae8e,Cameron Parker,nurse,ICU,1
27,STF-fdc1ae8e,Cameron Parker,nurse,ICU,0
28,STF-fdc1ae8e,Cameron Parker,nurse,ICU,1
29,STF-fdc1ae8e,Cameron Parker,nurse,ICU,1
30,STF-fdc1ae8e,Cameron Parker,nurse,ICU,0
31,STF-fdc1ae8e,Cameron Parker,nurse,ICU,0
32,STF-fdc1ae8e,Cameron Parker,nurse,ICU,1
33,STF-fdc1ae8e,Cameron Parker,nurse,ICU,0
34,STF-fdc1ae8e,Cameron Parker,nurse,ICU,1
35,STF-fdc1ae8e,Cameron Parker,nurse,ICU,1
36,STF-fdc1ae8e,Cameron Parker,nurse,ICU,0
37,STF-fdc1ae8e,Cameron Parker,nurse,ICU,1
38,STF-fdc1ae8e,Cameron Parker,nurse,ICU,1
39,STF-fdc1ae8e,Cameron Parker,nurse,ICU,0
40,STF-fdc1ae8e,Cameron Parker,nurse,ICU,1
41,STF-fdc1ae8e,Cameron Parker,nurse,ICU,1
42,STF-fdc1ae8e,Cameron Parker,nurse,ICU,0
43,STF-fdc1ae8e,Cameron Parker,nurse,ICU,0
44,STF-fdc1ae8e,Cameron Parker,nurse,ICU,1
45,STF-fdc1ae8e,Cameron Parker,nurse,ICU,0
46,STF-fdc1ae8e,Cameron Parker,nurse,ICU,1
47,STF-fdc1ae8e,Cameron Parker,nurse,ICU,1
48,STF-fdc1ae8e,Cameron Parker,nurse,ICU,0
49,STF-fdc1ae8e,Cameron Parker,nurse,ICU,1
50,STF-fdc1ae8e,Cameron Parker,nurse,ICU,1
51,STF-fdc1ae8e,Cameron Parker,nurse,ICU,0
52,STF-fdc1ae8e,Cameron Parker,nurse,ICU,1
1,STF-c479af96,Rebecca Valencia,nurse,ICU,1
2,STF-c479af96,Rebecca Valencia,nurse,ICU,0
3,STF-c479af96,Rebecca Valencia,nurse,ICU,0
4,STF-c479af96,Rebecca Valencia,nurse,ICU,1
5,STF-c479af96,Rebecca Valencia,nurse,ICU,0
6,STF-c479af96,Rebecca Valencia,nurse,ICU,0
7,STF-c479af96,Rebecca Valencia,nurse,ICU,1
8,STF-c479af96,Rebecca Valencia,nurse,ICU,1
9,STF-c479af96,Rebecca Valencia,nurse,ICU,0
10,STF-c479af96,Rebecca Valencia,nurse,ICU,1
11,STF-c479af96,Rebecca Valencia,nurse,ICU,1
12,STF-c479af96,Rebecca Valencia,nurse,ICU,0
13,STF-c479af96,Rebecca Valencia,nurse,ICU,1
14,STF-c479af96,Rebecca Valencia,nurse,ICU,1
15,STF-c479af96,Rebecca Valencia,nurse,ICU,0
16,STF-c479af96,Rebecca Valencia,nurse,ICU,1
17,STF-c479af96,Rebecca Valencia,nurse,ICU,1
18,STF-c479af96,Rebecca Valencia,nurse,ICU,0
19,STF-c479af96,Rebecca Valencia,nurse,ICU,1
20,STF-c479af96,Rebecca Valencia,nurse,ICU,1
21,STF-c479af96,Rebecca Valencia,nurse,ICU,0
22,STF-c479af96,Rebecca Valencia,nurse,ICU,1
23,STF-c479af96,Rebecca Valencia,nurse,ICU,1
24,STF-c479af96,Rebecca Valencia,nurse,ICU,0
25,STF-c479af96,Rebecca Valencia,nurse,ICU,1
26,STF-c479af96,Rebecca Valencia,nurse,ICU,1
27,STF-c479af96,Rebecca Valencia,nurse,ICU,0
28,STF-c479af96,Rebecca Valencia,nurse,ICU,1
29,STF-c479af96,Rebecca Valencia,nurse,ICU,1
30,STF-c479af96,Rebecca Valencia,nurse,ICU,0
31,STF-c479af96,Rebecca Valencia,nurse,ICU,1
32,STF-c479af96,Rebecca Valencia,nurse,ICU,1
33,STF-c479af96,Rebecca Valencia,nurse,ICU,0
34,STF-c479af96,Rebecca Valencia,nurse,ICU,1
35,STF-c479af96,Rebecca Valencia,nurse,ICU,1
36,STF-c479af96,Rebecca Valencia,nurse,ICU,0
37,STF-c479af96,Rebecca Valencia,nurse,ICU,0
38,STF-c479af96,Rebecca Valencia,nurse,ICU,1
39,STF-c479af96,Rebecca Valencia,nurse,ICU,0
40,STF-c479af96,Rebecca Valencia,nurse,ICU,1
41,STF-c479af96,Rebecca Valencia,nurse,ICU,1
42,STF-c479af96,Rebecca Valencia,nurse,ICU,0
43,STF-c479af96,Rebecca Valencia,nurse,ICU,1
44,STF-c479af96,Rebecca Valencia,nurse,ICU,1
45,STF-c479af96,Rebecca Valencia,nurse,ICU,0
46,STF-c479af96,Rebecca Valencia,nurse,ICU,1
47,STF-c479af96,Rebecca Valencia,nurse,ICU,1
48,STF-c479af96,Rebecca Valencia,nurse,ICU,0
49,STF-c479af96,Rebecca Valencia,nurse,ICU,1
50,STF-c479af96,Rebecca Valencia,nurse,ICU,1
51,STF-c479af96,Rebecca Valencia,nurse,ICU,0
52,STF-c479af96,Rebecca Valencia,nurse,ICU,1
1,STF-79236218,Christine Wright,nurse,ICU,1
